event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,event_properties.type,event_properties.channel_title,event_properties.channel_id
compatibility_channel_click,1710965818529000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,subscribed,weekly_3,en,False,False,channels,The Channel of Preservation,26.0
compatibility_channel_click,1710971001421000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710971063085000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710975225865000,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a_1710974884071,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Abstraction,36.0
compatibility_channel_click,1710975247206000,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a_1710974884071,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Awareness,23.0
compatibility_channel_click,1710975270494000,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a_1710974884071,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Awareness,23.0
compatibility_channel_click,1710975278137000,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a_1710974884071,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Community,33.0
compatibility_channel_click,1710975319513000,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a,6ae2bbf0-ae49-4ddd-b17e-8415d6192b3a_1710974884071,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Community,33.0
compatibility_channel_click,1710972308507000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710971569787,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Discovery,28.0
compatibility_channel_click,1710978474767000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710978505904000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Charisma,19.0
compatibility_channel_click,1710978525313000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Initiation,24.0
compatibility_channel_click,1710978547309000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Awareness,23.0
compatibility_channel_click,1710978567709000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Transitoriness,32.0
compatibility_channel_click,1710978583735000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Community,33.0
compatibility_channel_click,1710978597295000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False,channels,The Channel of Emotion,34.0
compatibility_channel_click,1710903750188000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,subscribed,weekly_3,en,False,False,channels,The Channel of Transformation,30.0
compatibility_channel_click,1710908208793000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False,channels,The Channel of Transitoriness,32.0
compatibility_channel_click,1710908221830000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False,channels,The Channel of Transformation,30.0
compatibility_channel_click,1710908250457000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False,channels,The Channel of Openness,13.0
compatibility_channel_click,1710908275596000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False,channels,The Channel of Preservation,26.0
compatibility_channel_click,1710908285956000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False,channels,The Channel of Recognition,29.0
compatibility_channel_click,1710912804949000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710912847417000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710912958056000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Struggle,27.0
compatibility_channel_click,1710913032816000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Talent,15.0
compatibility_channel_click,1710914619983000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710914657700000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Surrender,25.0
compatibility_channel_click,1710914685090000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Struggle,27.0
compatibility_channel_click,1710914704979000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Concentration,8.0
compatibility_channel_click,1710914724962000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Synthesis,18.0
compatibility_channel_click,1710914743386000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Openness,13.0
compatibility_channel_click,1710914765454000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Judgement,17.0
compatibility_channel_click,1710914786638000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Transformation,30.0
compatibility_channel_click,1710915544445000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,es,False,False,channels,El Canal de Lucha,27.0
compatibility_channel_click,1710915578137000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,es,False,False,channels,El Canal de Inspiración,1.0
compatibility_channel_click,1710915612596000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,es,False,False,channels,El Canal de Abstracción,36.0
compatibility_channel_click,1710915636600000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,es,False,False,channels,El Canal del Ritmo,5.0
compatibility_channel_click,1710915656039000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,es,False,False,channels,El Canal de Conciencia,23.0
compatibility_channel_click,1710915678933000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,es,False,False,channels,El Canal del Prodigo,14.0
compatibility_channel_click,1710915690835000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Acceptance,16.0
compatibility_channel_click,1710915762003000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710915806929000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Initiation,24.0
compatibility_channel_click,1710915844751000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Abstraction,36.0
compatibility_channel_click,1710915906291000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Structuring,22.0
compatibility_channel_click,1710916070146000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Preservation,26.0
compatibility_channel_click,1710916217113000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Talent,15.0
compatibility_channel_click,1710916273679000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710918779996000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710918594129,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Charisma,19.0
compatibility_channel_click,1710918782087000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710918594129,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Inspiration,1.0
compatibility_channel_click,1710918783968000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710918594129,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Abstraction,36.0
compatibility_channel_click,1710923253215000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710925464231000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710925509539000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Abstraction,36.0
compatibility_channel_click,1710925547040000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Structuring,22.0
compatibility_channel_click,1710926028860000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Intimacy (Mating),6.0
